scpi_name,field,old_value,new_value,unit,source_document,extract,status,comment
Novapierre 1,capitalisation,172.1,172.1,M EUR,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"Capitalisation sur prix de souscription 172,1 M€",verified,"Valeur du patrimoine (expertise) = 196,4 M€."
Novapierre 1,tof,85.3,85.3,%,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"TOF T1 2026 85,3 %",verified,
Novapierre 1,endettement,29.3,29.3,%,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"% DETTE/VALEUR AU BILAN 29,3 % (dette bancaire 57,6 M€)",verified,Limite statutaire 30% (35% temporairement).
Novapierre 1,nb_associes,2370,2370,associés,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,Nombre d'associés 2 370,verified,
Novapierre 1,nb_immeubles,,110,immeubles,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,Immeubles 110,verified,
Novapierre 1,nb_locataires,,206,baux,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,Baux 206 ; Nombre de baux : 206,verified,"Le BT indique le nombre de baux (206), pas le nombre de locataires distincts."
Novapierre 1,repartition_geo,"{'Autres régions': 30.8, 'Paris': 28.6, '12 métropoles régionales': 21.2, 'Ile-de-France hors Paris'",,% valorisation hors droits,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"4 zones (Paris / Ile-de-France hors Paris / 12 métropoles régionales / Autres régions) avec valeurs 31,1% / 22,3% / 27,7% / 18,9% (somme=100), mais l'associatio",manual_review,"4 zones (Paris / Ile-de-France hors Paris / 12 métropoles régionales / Autres régions) avec valeurs 31,1% / 22,3% / 27,7"
Novapierre 1,repartition_sectorielle,"{'Alimentaire': 15.2, 'Santé': 9.8, 'Équipement de la maison': 30.3, 'Restauration': 15.7, 'Services",,% loyer facial annuel,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"7 secteurs (Alimentaire / Santé / Équipement de la maison / Restauration / Services / Culture et loisirs / Autres) avec valeurs 7,3 / 11,5 / 12,8 / 29,7 / 10,9 ",manual_review,7 secteurs (Alimentaire / Santé / Équipement de la maison / Restauration / Services / Culture et loisirs / Autres) avec 
Novapierre 1,liquidite,,"31 398 parts en attente de retrait (sur 389 384 parts, ~8%)",,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"Le capital s'élève à 389 384 parts en fin de trimestre, dont 31 398 parts en attente de retrait",verified,Fonds de remboursement plafonné à 3 M€; mécanisme de rétro-compensation possible.
Novapierre 1,frequence_distribution,Trimestriel,Trimestrielle,,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,4 acomptes trimestriels par an; acompte T1 versé le 12/05/2026,verified,
Novapierre 1,sfdr_article,,6,,bdb9ea23-61b7-4e75-beff-c3ddc078a54c-Novapierre-1-DIC2025.pdf,La SCPI relève de l'article 6 du Règlement (UE) 2019/2088 dit SFDR,verified,
Novapierre 1,niveau_risque_dic,,3,sur 7,bdb9ea23-61b7-4e75-beff-c3ddc078a54c-Novapierre-1-DIC2025.pdf,classé ce produit dans la classe de risque 3 sur 7,verified,
Novapierre 1,duree_placement,10,10,ans,bdb9ea23-61b7-4e75-beff-c3ddc078a54c-Novapierre-1-DIC2025.pdf,Période de détention recommandée : 10 ans,verified,
Novapierre 1,frais_souscription,12,8,% HT,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,Commission de souscription : 8 % HT du prix de souscription (prime d'émission incluse),verified,
Novapierre 1,frais_gestion,10,8,% HT,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"Commission de gestion annuelle : 8 % HT maximum (9,6 % TTC) des recettes",verified,"DIC: frais de gestion et autres frais courants 2,75%/an."
Novaxia NEO,prix_souscription,176.68,176.68,EUR,Novaxia-NEO-Reporting-31_03_2026.pdf,"Prix d'une part 176,68 €",verified,
Novaxia NEO,prix_retrait,187,187.0,EUR,Novaxia-NEO-Reporting-31_03_2026.pdf,"187,00 € Minimum de souscription / Prix de retrait",manual_review,"Le reporting affiche 187,00 € à la fois comme valeur de reconstitution (p.7) et comme 'minimum de souscription / prix de"
Novaxia NEO,taux_distribution,5.5,5.5,%,Novaxia-NEO-Reporting-31_03_2026.pdf,"Taux de Distribution 2025 : 5,50 %",verified,
Novaxia NEO,capitalisation,427.9,427.9,M EUR,Novaxia-NEO-Reporting-31_03_2026.pdf,"Capitalisation 427,9 M€",verified,Valeur du patrimoine = 537 M€.
Novaxia NEO,tof,90.6,90.6,%,Novaxia-NEO-Reporting-31_03_2026.pdf,"TOF 90,6 % (TOP 90,4 %)",verified,
Novaxia NEO,endettement,35,32.8,% (LTV net),Novaxia-NEO-Reporting-31_03_2026.pdf,"LTV net de trésorerie 32,8 %",verified,"Limite statutaire 40% (DIC). Durée moyenne d'endettement 1,50 an."
Novaxia NEO,nb_associes,8952,8952,associés,Novaxia-NEO-Reporting-31_03_2026.pdf,8 952 Associés,verified,
Novaxia NEO,nb_immeubles,38,38,actifs,Novaxia-NEO-Reporting-31_03_2026.pdf,38 Actifs,verified,
Novaxia NEO,nb_locataires,,128,locataires,Novaxia-NEO-Reporting-31_03_2026.pdf,128 Locataires,verified,
Novaxia NEO,repartition_geo,"{'France': 54, 'Allemagne': 28, 'Espagne': 8, 'Irlande': 7, 'Belgique': 3}",,% patrimoine,Novaxia-NEO-Reporting-31_03_2026.pdf,"Valeurs géographiques extraites (53 / 29 / 8 / 7 / 3, somme=100) mais sans association fiable pays<->valeur dans l'OCR. Les actifs présentés (Madrid, Valence, S",manual_review,"Valeurs géographiques extraites (53 / 29 / 8 / 7 / 3, somme=100) mais sans association fiable pays<->valeur dans l'OCR. "
Novaxia NEO,repartition_sectorielle,"{'Bureaux': 93, 'Activités': 2, 'Enseignement': 1, 'Hôtels': 4}","{'Bureaux': 94, 'Hôtels': 4, 'Activités': 1, 'Enseignement': 1}",% patrimoine,Novaxia-NEO-Reporting-31_03_2026.pdf,Bureaux 94% / Hôtels 4% / Activités 1% / Enseignement 1%,verified,Somme = 100%.
Novaxia NEO,liquidite,,"125 194 parts en attente de retrait (5,5% des parts totales)",,Novaxia-NEO-Reporting-31_03_2026.pdf,"Parts en attente de retrait au 31/03/26 : 125 194 (soit 5,5 % des parts totales) ; Collecte nette 0,55 M€",verified,DIC: blocage si demandes non satisfaites >12 mois représentant >=10% des parts.
Novaxia NEO,frequence_distribution,Mensuel,Mensuelle,,Novaxia-NEO-Reporting-31_03_2026.pdf,"Distribution des revenus potentiels : Mensuelle (0,60 €/mois versés au T1 2026)",verified,
Novaxia NEO,sfdr_article,,9,,Novaxia-NEO-Reporting-31_03_2026.pdf,labelisée ISR depuis 2020 et alignée sur l'article 9 du règlement SFDR,verified,
Novaxia NEO,niveau_risque_dic,,4,sur 7,DIC-NOVAXIA-NEO-2025.pdf,Nous avons classé Novaxia NEO dans la classe de risque 4 sur 7,verified,
Novaxia NEO,duree_placement,10,10,ans,DIC-NOVAXIA-NEO-2025.pdf,Période de détention recommandée : 10 ans,verified,
Novaxia NEO,frais_souscription,0,0,%,Novaxia-NEO-Reporting-31_03_2026.pdf,Droits d'entrée 0 % ; Le produit ne comporte pas de droits d'entrée,verified,Pas de droits d'entrée; commission de retrait 6% TTC pour détention <5 ans.
Novaxia NEO,frais_gestion,15,15,% HT,Novaxia-NEO-Reporting-31_03_2026.pdf,Commission de gestion 15 % HT soit 18 % TTC des produits encaissés,verified,
Opportunité Immo,prix_souscription,203,203,EUR,G0_BT_20260331.pdf,"Minimum de souscription fixé à 1 part, soit (A) 203,00 €",verified,
Opportunité Immo,prix_retrait,184.73,184.73,EUR,G0_BT_20260331.pdf,"Valeur de retrait (A)-(B) 184,73 €",verified,
Opportunité Immo,taux_distribution,5.62,5.68,%,G0_BT_20260331.pdf,"Taux de distribution (1) 5,68 % (au titre de 2025). NB : objectif 2026 attendu entre 5,05 % et 5,25 %",verified,"Correction du bug : l'ancienne valeur 2025% était une erreur d'extraction. Le vrai taux de distribution 2025 est 5,68 %."
Opportunité Immo,capitalisation,313015444313,313015444,EUR,G0_BT_20260331.pdf,"313 015 444 € Capitalisation (soit ~313,0 M€)",verified,"Capitalisation = 313,0 M€. L'ancienne valeur 313015444313 ajoutait des chiffres parasites."
Opportunité Immo,tof,95,95.0,%,G0_BT_20260331.pdf,"Taux d'Occupation Financier 95,0 %",verified,
Opportunité Immo,endettement,14.45,21.46,%,G0_BT_20260331.pdf,"ENDETTEMENT - Réel au 31/03/2026 : 21,46 % ; Autorisation statutaire : 30,00 % (% de la valeur d'acquisition des actifs)",verified,
Opportunité Immo,nb_associes,6023,6023,associés,G0_BT_20260331.pdf,6 023 associés,verified,
Opportunité Immo,nb_immeubles,46,48,immeubles,G0_BT_20260331.pdf,39 Nombre d'immeubles en direct + 9 Nombre d'immeubles via des SCI,verified,48 immeubles au total (39 en direct + 9 via SCI).
Opportunité Immo,nb_locataires,,,,,non trouvé clairement dans le BT,manual_review,non trouvé clairement dans le BT
Opportunité Immo,repartition_geo,"{'Île-de-France': 47.82, 'Régions': 39.93, 'Espagne': 5.82, 'Allemagne': 4.5, 'Royaume-Uni': 1.93}","{'Île-de-France': 45.07, 'Régions': 39.95, 'Espagne': 5.51, 'Allemagne': 4.52, 'Pays-Bas': 3.11, 'Ro",% valeur vénale,G0_BT_20260331.pdf,"ÎLE-DE-FRANCE 45,07 % / RÉGIONS 39,95 % / ESPAGNE 5,51 % / ALLEMAGNE 4,52 % / PAYS-BAS 3,11 % / ROYAUME-UNI 1,84 %",verified,
Opportunité Immo,repartition_sectorielle,"{""Logistique et locaux d'activités"": 89.41, 'Bureaux': 10.59}","{""Logistique et locaux d'activités"": 90.04, 'Bureaux': 9.96}",% valeur vénale,G0_BT_20260331.pdf,"LOGISTIQUE ET LOCAUX D'ACTIVITÉS 90,04 % / BUREAUX 9,96 %",verified,
Opportunité Immo,liquidite,,"25 531 parts en attente de retrait (4,7 M€), soit 1,7 % des parts",,G0_BT_20260331.pdf,"Parts en attente de retrait 25 531 ; Montant 4,7 M€ ; représente 1,7 % du nombre de parts de la SCPI",verified,
Opportunité Immo,frequence_distribution,Trimestriel,Trimestrielle,,G0_BT_20260331.pdf,"acompte au premier trimestre de 2,28 euros par part ; versements potentiels suivants 30 juillet 2026 / 29 octobre 2026 / 29 janvier 2027",verified,
Opportunité Immo,sfdr_article,,9,,G0_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR,verified,
Opportunité Immo,niveau_risque_dic,,3,sur 7,G0_DIC.pdf,Ce produit a été catégorisé dans la classe de risque 3 sur 7,verified,
Opportunité Immo,duree_placement,9,9,ans,G0_DIC.pdf,Durée de placement minimale recommandée : 9 ans,verified,
Opportunité Immo,frais_souscription,10.8,9,% HT,G0_BT_20260331.pdf,"Commission de souscription : 9 % HT max, soit 10,80 % TTC (incluse dans le prix de souscription)",verified,
Opportunité Immo,frais_gestion,10,12,% HT,G0_BT_20260331.pdf,"Commission de gestion locative : 12 % HT max, soit 14,40 % TTC du montant HT des produits locatifs",verified,
Optimale,prix_souscription,255,255,EUR,PLAQUETTE_SCPI_2026_Fev_V2.pdf,Prix de souscription : 255 € / part,verified,
Optimale,prix_retrait,229.5,229.5,EUR,PLAQUETTE_SCPI_2026_Fev_V2.pdf + DIC,"Prix de souscription 255 € − commission de souscription 10 % HT (25,50 €) = 229,50 €",verified,Valeur de retrait calculée selon la définition réglementaire (prix souscription net de commission HT). Non imprimée expl
Optimale,taux_distribution,6.5,6.5,%,PLAQUETTE_SCPI_2026_Fev_V2.pdf,"Taux de distribution 2025 : 6,50 % (historique : 2021 5,52 % / 2022 5,52 % / 2023 6,02 % / 2024 6,51 % / 2025 6,50 %)",verified,
Optimale,capitalisation,93,92,M€,PLAQUETTE_SCPI_2026_Fev_V2.pdf,CAPITALISATION : 92 M€ (au 31/12/2025),verified,
Optimale,tof,94.25,95.31,%,PLAQUETTE_SCPI_2026_Fev_V2.pdf,"Taux d'occupation financier (TOF) 95,31 % ; 4,69 % locaux vacants",verified,
Optimale,endettement,17.68,19.63,%,PLAQUETTE_SCPI_2026_Fev_V2.pdf,"Taux d'endettement (LTV) : 19,63 %",verified,
Optimale,nb_associes,1626,1578,associés,PLAQUETTE_SCPI_2026_Fev_V2.pdf,1 578 ASSOCIÉS (au 31/12/2025),verified,
Optimale,nb_immeubles,39,39,actifs,PLAQUETTE_SCPI_2026_Fev_V2.pdf,39 ACTIFS (au 31/12/2025),verified,
Optimale,nb_locataires,,83,locataires,PLAQUETTE_SCPI_2026_Fev_V2.pdf,83 LOCATAIRES (au 31/12/2025),verified,
Optimale,repartition_geo,{'France': 100.0},{'France': 100.0},%,PLAQUETTE_SCPI_2026_Fev_V2.pdf,"INVESTISSEMENTS EXCLUSIVEMENT EN FRANCE, majoritairement en régions ; SCPI 100 % française",verified,
Optimale,repartition_sectorielle,"{'Bureaux': 40.2, 'Commerces': 28.3, 'Activités et Logistique': 26.4, 'Santé et Éducation': 5.1}","{'Bureaux': 40.2, 'Commerces': 28.3, 'Activités et Logistique': 26.4, 'Santé et éducation': 5.1}",% valeur vénale,PLAQUETTE_SCPI_2026_Fev_V2.pdf,"40,2 % Bureaux / 28,3 % Commerces / 26,4 % Activités & Logistique / 5,1 % Santé & éducation (valeurs d'expertise au 31/12/2025)",verified,
Optimale,liquidite,,"Liquidité non garantie ; en cas de blocage des retraits, possibilité de suspension de la variabilité",,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,"En cas de blocage des retraits, la Société de Gestion a la faculté de suspendre la variabilité du capital et de mettre en place un marché secondaire par confron",verified,Nombre de parts en attente de retrait non publié dans la plaquette/DIC.
Optimale,frequence_distribution,Mensuel,,,,Fréquence non précisée dans la plaquette/DIC (à confirmer via bulletin trimestriel),manual_review,Fréquence non précisée dans la plaquette/DIC (à confirmer via bulletin trimestriel)
Optimale,sfdr_article,,8,,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,Le produit est classifié « Article 8 » au sens de la réglementation SFDR,verified,
Optimale,niveau_risque_dic,,3,sur 7,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7,verified,
Optimale,duree_placement,10,10,ans,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,Période de détention recommandée : 10 ans,verified,
Optimale,frais_souscription,12,10,% HT,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,"Coûts d'entrée 10,00 % du montant que vous payez au moment de l'entrée",verified,
Optimale,frais_gestion,10,0.95,% / an (frais courants DIC),DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 0,95 % de la valeur de votre investissement par an",verified,Commission de gestion (% des loyers) non chiffrée dans le DIC ; valeur = frais courants annuels DIC.
Paref Evo,prix_souscription,250,250,EUR,BTI-T1-2026-PAREF-Evo.pdf,Valeur de la part : 250 €,verified,
Paref Evo,prix_retrait,225.00,225,EUR,BTI-T1-2026-PAREF-Evo.pdf,Valeur de retrait : 225 €,verified,
Paref Evo,taux_distribution,4.72,4.72,%,BTI-T1-2026-PAREF-Evo.pdf,"Taux de distribution 2025 : 4,72 % (soit 3,64 % net de fiscalité étrangère)",verified,
Paref Evo,capitalisation,49.3,49.3,M€,BTI-T1-2026-PAREF-Evo.pdf,"Capitalisation sur prix de souscription 49,3 M€",verified,
Paref Evo,tof,87.8,87.8,%,BTI-T1-2026-PAREF-Evo.pdf,"TOF T1 2026 87,8 %",verified,
Paref Evo,endettement,0,0.0,%,BTI-T1-2026-PAREF-Evo.pdf,"DETTE BANCAIRE 0,0 M€ / % DETTE/VALEUR AU BILAN 0,0 %",verified,
Paref Evo,nb_associes,1066,1066,associés,BTI-T1-2026-PAREF-Evo.pdf,Nombre d'associés 1 066,verified,
Paref Evo,nb_immeubles,5,5,immeubles,BTI-T1-2026-PAREF-Evo.pdf,Immeubles 5,verified,
Paref Evo,nb_locataires,,13,baux,BTI-T1-2026-PAREF-Evo.pdf,Nombre de baux : 13 ; Baux 13,verified,13 baux (nombre de locataires non distingué).
Paref Evo,repartition_geo,{'Pologne': 100},"{'Pologne - Cracovie': 53.3, 'Pologne - Varsovie': 46.7}",% valorisation HD,BTI-T1-2026-PAREF-Evo.pdf,"Cracovie 53,3 % / Varsovie 46,7 % (Pologne, 100 %)",verified,
Paref Evo,repartition_sectorielle,"{'Bureaux': 89.4, 'Activité-autre': 10.6}","{'Bureaux': 89.4, ""Locaux d'activité"": 10.6}",% valorisation HD,BTI-T1-2026-PAREF-Evo.pdf,"Bureaux 89,4 % / Locaux d'activité 10,6 %",verified,
Paref Evo,liquidite,,840 parts en attente de retrait (sur 197 184 parts),,BTI-T1-2026-PAREF-Evo.pdf,"Le capital s'élève à 197 184 parts en fin de trimestre, dont 840 part en attente de retrait",verified,
Paref Evo,frequence_distribution,Trimestriel,Trimestrielle,,BTI-T1-2026-PAREF-Evo.pdf,4 acomptes trimestriels par an,verified,
Paref Evo,sfdr_article,,8,,PAREF-Evo-DIC2025.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR,verified,
Paref Evo,niveau_risque_dic,,4,sur 7,PAREF-Evo-DIC2025.pdf,Nous avons classé ce produit dans la classe de risque 4 sur 7,verified,
Paref Evo,duree_placement,10,10,ans,PAREF-Evo-DIC2025.pdf,Période de détention recommandée : 10 ans,verified,
Paref Evo,frais_souscription,12,10,% HT,BTI-T1-2026-PAREF-Evo.pdf,Commission de souscription : 10 % HT du prix de souscription (prime d'émission incluse),verified,
Paref Evo,frais_gestion,8.33,11,% HT,BTI-T1-2026-PAREF-Evo.pdf,"Commission de gestion annuelle : 11 % HT maximum (13,20 % TTC) des recettes encaissées HT",verified,
Paref Hexa,prix_souscription,172,172,EUR,BTI-T1-2026-PAREF-Hexa.pdf,Valeur de la part : 172 €,verified,
Paref Hexa,prix_retrait,189.00,154.8,EUR,BTI-T1-2026-PAREF-Hexa.pdf,"Valeur de retrait : 154,80 €",verified,"Correction : l'ancienne valeur 189,00 € était erronée. La valeur de retrait réelle est 154,80 €."
Paref Hexa,taux_distribution,6,6.0,%,BTI-T1-2026-PAREF-Hexa.pdf,"Taux de distribution 2025 : 6,00 %",verified,
Paref Hexa,capitalisation,201.1,201.1,M€,BTI-T1-2026-PAREF-Hexa.pdf,"Capitalisation sur prix de souscription 201,1 M€",verified,
Paref Hexa,tof,84.9,84.9,%,BTI-T1-2026-PAREF-Hexa.pdf,"TOF T1 2026 84,9 %",verified,
Paref Hexa,endettement,29.1,29.1,%,BTI-T1-2026-PAREF-Hexa.pdf,"% DETTE/VALEUR AU BILAN 29,1 % (dette bancaire 68,3 M€)",verified,
Paref Hexa,nb_associes,3718,3718,associés,BTI-T1-2026-PAREF-Hexa.pdf,Nombre d'associés 3 718,verified,
Paref Hexa,nb_immeubles,41,41,immeubles,BTI-T1-2026-PAREF-Hexa.pdf,Immeubles 41,verified,
Paref Hexa,nb_locataires,,75,baux,BTI-T1-2026-PAREF-Hexa.pdf,Nombre de baux : 75 ; Baux 75,verified,75 baux.
Paref Hexa,repartition_geo,"{'Métropoles régionales': 56, 'Ile-de-France hors Paris': 26.7, 'Paris': 5.3, 'Autres régions': 12}","{'Métropoles régionales': 56.0, 'Ile-de-France hors Paris': 25.5, 'Autres régions': 12.9, 'Paris': 5",% valorisation HD,BTI-T1-2026-PAREF-Hexa.pdf,"12 métropoles régionales 56,0 % / Ile-de-France hors Paris 25,5 % / Autres régions 12,9 % / Paris 5,6 %",verified,
Paref Hexa,repartition_sectorielle,"{'Bureaux': 65.1, ""Locaux d'activité"": 3.9, 'Logistique-Messagerie': 4.8, 'Autres': 26.2}","{'Bureaux': 65.1, 'Autres': 26.2, 'Logistique & Messagerie': 4.8, ""Locaux d'activité"": 3.9}",% valorisation HD,BTI-T1-2026-PAREF-Hexa.pdf,"Bureaux 65,1 % / Locaux d'activité 3,9 % / Logistique & Messagerie 4,8 % / Autres 26,2 %",verified,
Paref Hexa,liquidite,,19 789 parts en attente de retrait (sur 1 169 445 parts),,BTI-T1-2026-PAREF-Hexa.pdf,"Le capital s'élève à 1 169 445 parts en fin de trimestre, dont 19 789 parts en attente de retrait",verified,
Paref Hexa,frequence_distribution,Trimestriel,Trimestrielle,,BTI-T1-2026-PAREF-Hexa.pdf,4 acomptes trimestriels par an,verified,
Paref Hexa,sfdr_article,,8,,PAREF-Hexa-DIC2025MAJ-ESG.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR,verified,
Paref Hexa,niveau_risque_dic,,2,sur 7,PAREF-Hexa-DIC2025MAJ-ESG.pdf,Nous avons classé ce produit dans la classe de risque 2 sur 7,verified,
Paref Hexa,duree_placement,10,10,ans,PAREF-Hexa-DIC2025MAJ-ESG.pdf,Période de détention recommandée : 10 ans,verified,
Paref Hexa,frais_souscription,12,10,% HT,BTI-T1-2026-PAREF-Hexa.pdf,Commission de souscription : 10 % HT du prix de souscription (prime d'émission incluse),verified,
Paref Hexa,frais_gestion,8,8,% HT,BTI-T1-2026-PAREF-Hexa.pdf,"Commission de gestion annuelle : 8 % HT (soit 9,6 % TTC) des recettes encaissées HT",verified,
Patrimmo Croissance Impact,prix_souscription,677,677,EUR,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"Prix de souscription 677,00 €",verified,
Patrimmo Croissance Impact,prix_retrait,597.38,597.38,EUR,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"Valeur de retrait 597,38 €",verified,
Patrimmo Croissance Impact,taux_distribution,0,0,%,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,En l'absence de distribution sur la SCPI Patrimmo Croissance Impact puisque l'investissement se fait en nue-propriété,verified,"SCPI résidentielle en nue-propriété : aucune distribution de revenus (taux 0 % correct, ce n'est pas une erreur). PGA 20"
Patrimmo Croissance Impact,capitalisation,189.7,189.7,M€,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"Capitalisation 189,7 M€",verified,
Patrimmo Croissance Impact,tof,92.4,,,,"TOF non publié dans le BT (SCPI en nue-propriété, sans perception directe de loyers).",manual_review,"TOF non publié dans le BT (SCPI en nue-propriété, sans perception directe de loyers)."
Patrimmo Croissance Impact,endettement,6.4,6.4,%,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"Ratio des dettes et autres engagements selon la méthode de l'ASPIM : 6,4 % (dont 6,4 % emprunts bancaires) ; effet de levier 1,1",verified,
Patrimmo Croissance Impact,nb_associes,1879,1879,associés,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,ASSOCIÉS 1T 2026 : 1 879,verified,
Patrimmo Croissance Impact,nb_immeubles,64,64,immeubles,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,Nombre d'actifs 64 immeubles (Nombre de lots 511),verified,
Patrimmo Croissance Impact,nb_locataires,,,,,Non publié (nue-propriété : l'usufruit/exploitation est détenu par un bailleur social).,manual_review,Non publié (nue-propriété : l'usufruit/exploitation est détenu par un bailleur social).
Patrimmo Croissance Impact,repartition_geo,"{'Région parisienne': 36.8, 'Paris': 32.6, 'Régions': 27.8, 'Parts SCPI': 2.8}","{'Île-de-France hors Paris': 36.8, 'Paris': 32.4, 'France hors région parisienne': 28.4, 'SCPI': 2.4",% valeur vénale,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"36,8 % Île-de-France hors Paris / 32,4 % Paris / 28,4 % France hors région parisienne / 2,4 % SCPI",verified,
Patrimmo Croissance Impact,repartition_sectorielle,"{'Résidentiel': 97, 'SCPI': 3}","{'Résidentiel': 97.6, 'SCPI': 2.4}",% valeur vénale,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"97,6 % Résidentiel / 2,4 % SCPI",verified,
Patrimmo Croissance Impact,liquidite,,38 277 parts en attente de retrait (confirmées et non confirmées) au 31/03/2026 ; liquidité peu orga,,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"Au 31/03/2026, 38 277 parts (confirmées et non confirmées) sont en attente de retrait. La liquidité de la SCPI est par conséquent peu organisée. 100 % des actif",verified,
Patrimmo Croissance Impact,frequence_distribution,NC,Aucune (nue-propriété),,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,Patrimmo Croissance Impact n'a pas vocation à distribuer de revenus fonciers (investissement en nue-propriété),verified,
Patrimmo Croissance Impact,sfdr_article,,9,,SCPI Patrimmo Croissance - DIC.pdf,La SCPI est classée « Article 9 » au sens du Règlement européen « SFDR »,verified,
Patrimmo Croissance Impact,niveau_risque_dic,,3,sur 7,SCPI Patrimmo Croissance - DIC.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7,verified,
Patrimmo Croissance Impact,duree_placement,10,10,ans,SCPI Patrimmo Croissance - DIC.pdf,Période de détention recommandée : 10 ans,verified,
Patrimmo Croissance Impact,frais_souscription,11.76,11.76,% HT,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"Frais de souscription : 11,76 % HT (exonérée de TVA) du prix de souscription prime d'émission incluse",verified,
Patrimmo Croissance Impact,frais_gestion,9,10,% HT,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,Frais de gestion annuels : 10 % HT maximum du montant des produits locatifs,verified,
Perial Grand Paris,prix_souscription,458.0,458,EUR,PGP BTI T1 2026.pdf,"Chiffres-clés du trimestre : 5 parts souscrites pour 2 290 € collectés (nominal 765 € + prime d'émission 1 525 €), soit 458 € / part",verified,
Perial Grand Paris,prix_retrait,449.00,,,,"Variabilité du capital suspendue depuis le 25/02/2026, marché secondaire ouvert depuis avril 2026 ; valeur de retrait non publiée dans le BT (le prix s'établit ",manual_review,"Variabilité du capital suspendue depuis le 25/02/2026, marché secondaire ouvert depuis avril 2026 ; valeur de retrait no"
Perial Grand Paris,taux_distribution,4.801,4.8,%,PGP BTI T1 2026.pdf,"Taux de distribution 2025 : 4,80 % (y compris 1,45 % de plus-values distribuées)",verified,
Perial Grand Paris,capitalisation,10518734861.05,1051.87,M€,PGP BTI T1 2026.pdf,"CAPITALISATION au 31/03/2026 : 1 051 873 486 € (~1,1 Md€)",verified,"Capitalisation ~1,05 Md€. L'ancienne valeur (10 518 734 861) était surévaluée d'un facteur 10."
Perial Grand Paris,tof,84.4,84.4,%,PGP BTI T1 2026.pdf,"Taux d'occupation financier : 84,4 % au 31/03/2026",verified,
Perial Grand Paris,endettement,33.8,35.0,%,PGP BTI T1 2026.pdf,"TAUX D'ENDETTEMENT 35,0 % (max 40 %)",verified,
Perial Grand Paris,nb_associes,,,,,Nombre d'associés non publié dans le BT.,manual_review,Nombre d'associés non publié dans le BT.
Perial Grand Paris,nb_immeubles,91,91,immeubles,PGP BTI T1 2026.pdf,Nombre d'immeubles 91,verified,
Perial Grand Paris,nb_locataires,,321,baux,PGP BTI T1 2026.pdf,Nombre de baux 321,verified,321 baux.
Perial Grand Paris,repartition_geo,"{'Région Parisienne': 75.4, 'Paris': 20.3, 'Régions': 4.3}","{'Région Parisienne': 76.2, 'Paris': 19.6, 'Régions': 4.2}",%,PGP BTI T1 2026.pdf,"Région Parisienne 76,2 % / Paris 19,6 % / Régions 4,2 % (au 31/03/2026)",verified,
