nom,champ,avant,apres,source,extrait
LF Grand Paris Patrimoine,maximus_warnings,,Liquidité : Marché des parts SUSPENDU depuis le 12/02/2026; 499 638 parts en att,Z2_BT_20260331.pdf,"Marché des parts SUSPENDU depuis le 12/02/2026; 499 638 parts en attente de retrait (100,2 M€, 10,2% des parts)"
Log In,prix_retrait,225,229.5,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"VALEUR DE RETRAIT 229,50 €"
Log In,capitalisation,240.8,240.81,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,CAPITALISATION : 240 812 310 €
Log In,endettement,12026,0,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"A fin mars 2026, la SCPI n'avait pas recours au levier financier ; Dettes et autres engagements 0 %"
Log In,nb_associes,None,5731,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,Associés T1 2026 : 5 731
Log In,nb_immeubles,None,20,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,NOMBRE D'IMMEUBLES 20
Log In,nb_locataires,None,22,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,NOMBRE DE LOCATAIRES 22
Log In,repartition_geo,"{'France': 37.3, 'Allemagne': 25.3, 'Royaume-Uni': 13.1, 'Italie': 7.6, 'Pays-Ba","{'Italie': 28, 'Espagne': 26, 'Royaume-Uni': 22, 'Allemagne': 12, 'Irlande': 8, ",Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,ROYAUME-UNI 22% / ESPAGNE 26% / ALLEMAGNE 12% / ITALIE / IRLANDE / POLOGNE (4% et 8%)
Log In,repartition_sectorielle,"{'Logistique / Activité': 36.9, 'Bureaux': 27.9, 'Hôtellerie': 8.7, 'Résidentiel","{""Locaux d'activités et sites de production"": 71, 'Logistique': 23, 'Life Scienc",Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,Locaux d'activités et sites de production 71% / Logistique 23% / Life Science 5%
Log In,liquidite,None,Aucune part en attente de retrait au 31/03/2026,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"Nombre de parts en attente de retrait T1 2026 : - (49 442 parts rachetées, compensées)"
Log In,frequence_distribution,Trimestriel,Trimestrielle,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,"Distribution par part T1 2026 3,79 € (date 04/05/26)"
Log In,sfdr_article,None,8,SCPI-LOG-IN-Document-dinformations-cles-1.pdf,SFDR : 8. LOG IN intègre des caractéristiques environnementales et sociales au sens de l'article 8
Log In,niveau_risque_dic,None,3,SCPI-LOG-IN-Document-dinformations-cles-1.pdf,classé le produit dans la classe de risque 3 sur 7
Log In,frais_gestion,10,0.88,SCPI-LOG-IN-Document-dinformations-cles-1.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 0,88 % par an"
Log In,maximus_warnings,,Liquidité : Aucune part en attente de retrait au 31/03/2026,Bulletin-Trimestriel-LOG-IN-T1-2026.pdf,Aucune part en attente de retrait au 31/03/2026
NCap Education Santé,taux_distribution,4.85,4.52,bt_ncap_education_sante_t1_2026.pdf,"Taux de distribution brut de fiscalité étrangère 2025 : 4,52 %"
NCap Education Santé,capitalisation,110,116.7,bt_ncap_education_sante_t1_2026.pdf,"116,7 M€ Capitalisation au 31/03/2026"
NCap Education Santé,tof,96.5,96.0,bt_ncap_education_sante_t1_2026.pdf,TOF 96 %
NCap Education Santé,endettement,22.96,0.62,bt_ncap_education_sante_t1_2026.pdf,"Ratio des dettes et autres engagements au 31/03/2026 : 0,62 %"
NCap Education Santé,nb_associes,None,3412,bt_ncap_education_sante_t1_2026.pdf,Nombre d'associés 31/03/2026 : 3 412
NCap Education Santé,nb_immeubles,None,55,bt_ncap_education_sante_t1_2026.pdf,55 Nombre d'immeubles
NCap Education Santé,nb_locataires,None,75,bt_ncap_education_sante_t1_2026.pdf,75 Nombre de locataires
NCap Education Santé,repartition_sectorielle,"{'Santé / social': 66, 'Bien-être': 16, 'Éducation': 16, 'Environnement': 2}","{'Santé/Social': 66, 'Bien-être': 17, 'Éducation': 10, 'Commerce': 6, 'Environne",bt_ncap_education_sante_t1_2026.pdf,Répartition sectorielle (% des loyers) : Santé/Social 66% / Bien-être 17% / Éducation 10% / Commerce 6% / Environnement 1%
NCap Education Santé,liquidite,None,Aucune part en attente de retrait (0 part),bt_ncap_education_sante_t1_2026.pdf,Parts en attente de retrait 31/03/2026 : 0 part
NCap Education Santé,frequence_distribution,Trimestriel,Mensuelle,bt_ncap_education_sante_t1_2026.pdf,"Depuis février 2026, les dividendes des SCPI Norma Capital sont distribués mensuellement"
NCap Education Santé,sfdr_article,None,8,ncap-educationsante_dic_15122025.pdf,Le produit est conforme aux dispositions de l'article 8 du Règlement SFDR
NCap Education Santé,niveau_risque_dic,None,3,ncap-educationsante_dic_15122025.pdf,classé le produit dans la classe de risque 3 sur 7
NCap Education Santé,frais_souscription,12,10,bt_ncap_education_sante_t1_2026.pdf,"La commission de souscription correspond à 10 % HT (soit 12 % TTC), soit 24,24 € TTC"
NCap Education Santé,frais_gestion,10,0.56,ncap-educationsante_dic_15122025.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 0,56 % par an"
NCap Education Santé,maximus_warnings,,Liquidité : Aucune part en attente de retrait (0 part),bt_ncap_education_sante_t1_2026.pdf,Aucune part en attente de retrait (0 part)
NCap Régions,prix_retrait,613.80,613.8,bt_ncap_regions_t1_2026.pdf,"Valeur de retrait (par part) au 31/12/2025 613,80 €"
NCap Régions,capitalisation,1097,1097.1,bt_ncap_regions_t1_2026.pdf,"1 097,1 M€ Capitalisation brute au 31/03/2026"
NCap Régions,tof,92.7,91.6,bt_ncap_regions_t1_2026.pdf,"TOF 91,6 %"
NCap Régions,nb_associes,None,25661,bt_ncap_regions_t1_2026.pdf,Nombre d'associés 31/03/2026 : 25 661
NCap Régions,nb_immeubles,175,180,bt_ncap_regions_t1_2026.pdf,180 Nombre d'immeubles
NCap Régions,nb_locataires,None,425,bt_ncap_regions_t1_2026.pdf,425 Nombre de locataires
NCap Régions,repartition_geo,"{'Grandes agglomérations de province': 65, 'Ile-de-France': 35}","{'Ile-de-France': 22, 'PACA': 19, 'Occitanie': 11, 'Auvergne-Rhône-Alpes': 10, '",bt_ncap_regions_t1_2026.pdf,Répartition géographique (% valeur vénale) par région: IDF 22% / PACA 19% / Occitanie 11% / AURA 10% / Hauts-de-France 10% / Pays de la Loire 8% / Bretagne 4% /
NCap Régions,repartition_sectorielle,"{'Bureaux': 54, 'Commerce': 32, 'Activités': 14, 'Hôtellerie': 0.5}","{'Bureaux': 57, 'Commerce': 30, 'Activités': 13, 'Hôtellerie': 0.5}",bt_ncap_regions_t1_2026.pdf,"Répartition typologique : Bureaux 57% / Commerce 30% / Activités 13% / Hôtellerie <0,5%"
NCap Régions,liquidite,None,Aucune part en attente de retrait (0 part),bt_ncap_regions_t1_2026.pdf,Parts en attente de retrait 31/03/2026 : 0 part
NCap Régions,frequence_distribution,Mensuel,Mensuelle,bt_ncap_regions_t1_2026.pdf,"Depuis février 2026, les dividendes des SCPI Norma Capital sont distribués mensuellement"
NCap Régions,sfdr_article,None,8,ncap-regions_dic_15122025.pdf,Le produit est conforme aux dispositions de l'article 8 du Règlement SFDR
NCap Régions,niveau_risque_dic,None,3,ncap-regions_dic_15122025.pdf,classé le produit dans la classe de risque 3 sur 7
NCap Régions,frais_souscription,12,10,bt_ncap_regions_t1_2026.pdf,"La commission de souscription : 10 % HT soit 12 % TTC, soit 81,84 € TTC"
NCap Régions,frais_gestion,10,0.65,ncap-regions_dic_15122025.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 0,65 % par an"
NCap Régions,maximus_warnings,,Liquidité : Aucune part en attente de retrait (0 part),bt_ncap_regions_t1_2026.pdf,Aucune part en attente de retrait (0 part)
Novapierre 1,prix_retrait,406.64,406.64,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"Valeur de retrait : 406,64 €"
Novapierre 1,nb_immeubles,None,110,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,Immeubles 110
Novapierre 1,nb_locataires,None,206,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,Baux 206 ; Nombre de baux : 206
Novapierre 1,liquidite,None,"31 398 parts en attente de retrait (sur 389 384 parts, ~8%)",5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"Le capital s'élève à 389 384 parts en fin de trimestre, dont 31 398 parts en attente de retrait"
Novapierre 1,frequence_distribution,Trimestriel,Trimestrielle,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,4 acomptes trimestriels par an; acompte T1 versé le 12/05/2026
Novapierre 1,sfdr_article,None,6,bdb9ea23-61b7-4e75-beff-c3ddc078a54c-Novapierre-1-DIC2025.pdf,La SCPI relève de l'article 6 du Règlement (UE) 2019/2088 dit SFDR
Novapierre 1,niveau_risque_dic,None,3,bdb9ea23-61b7-4e75-beff-c3ddc078a54c-Novapierre-1-DIC2025.pdf,classé ce produit dans la classe de risque 3 sur 7
Novapierre 1,frais_souscription,12,8,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,Commission de souscription : 8 % HT du prix de souscription (prime d'émission incluse)
Novapierre 1,frais_gestion,10,8,5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"Commission de gestion annuelle : 8 % HT maximum (9,6 % TTC) des recettes"
Novapierre 1,maximus_warnings,,"Liquidité : 31 398 parts en attente de retrait (sur 389 384 parts, ~8%)",5d377050-5149-4b11-9968-ac9cecb2c92c-BTI-T1-2026-Novapierre-1.pdf,"31 398 parts en attente de retrait (sur 389 384 parts, ~8%)"
Novaxia NEO,endettement,35,32.8,Novaxia-NEO-Reporting-31_03_2026.pdf,"LTV net de trésorerie 32,8 %"
Novaxia NEO,nb_locataires,None,128,Novaxia-NEO-Reporting-31_03_2026.pdf,128 Locataires
Novaxia NEO,repartition_sectorielle,"{'Bureaux': 93, 'Activités': 2, 'Enseignement': 1, 'Hôtels': 4}","{'Bureaux': 94, 'Hôtels': 4, 'Activités': 1, 'Enseignement': 1}",Novaxia-NEO-Reporting-31_03_2026.pdf,Bureaux 94% / Hôtels 4% / Activités 1% / Enseignement 1%
Novaxia NEO,liquidite,None,"125 194 parts en attente de retrait (5,5% des parts totales)",Novaxia-NEO-Reporting-31_03_2026.pdf,"Parts en attente de retrait au 31/03/26 : 125 194 (soit 5,5 % des parts totales) ; Collecte nette 0,55 M€"
Novaxia NEO,frequence_distribution,Mensuel,Mensuelle,Novaxia-NEO-Reporting-31_03_2026.pdf,"Distribution des revenus potentiels : Mensuelle (0,60 €/mois versés au T1 2026)"
Novaxia NEO,sfdr_article,None,9,Novaxia-NEO-Reporting-31_03_2026.pdf,labelisée ISR depuis 2020 et alignée sur l'article 9 du règlement SFDR
Novaxia NEO,niveau_risque_dic,None,4,DIC-NOVAXIA-NEO-2025.pdf,Nous avons classé Novaxia NEO dans la classe de risque 4 sur 7
Novaxia NEO,maximus_warnings,,"Liquidité : 125 194 parts en attente de retrait (5,5% des parts totales)",Novaxia-NEO-Reporting-31_03_2026.pdf,"125 194 parts en attente de retrait (5,5% des parts totales)"
Opportunité Immo,prix_retrait,184.73,184.73,G0_BT_20260331.pdf,"Valeur de retrait (A)-(B) 184,73 €"
Opportunité Immo,taux_distribution,5.62,5.68,G0_BT_20260331.pdf,"Taux de distribution (1) 5,68 % (au titre de 2025). NB : objectif 2026 attendu entre 5,05 % et 5,25 %"
Opportunité Immo,capitalisation,313015444313,313015444,G0_BT_20260331.pdf,"313 015 444 € Capitalisation (soit ~313,0 M€)"
Opportunité Immo,endettement,14.45,21.46,G0_BT_20260331.pdf,"ENDETTEMENT - Réel au 31/03/2026 : 21,46 % ; Autorisation statutaire : 30,00 % (% de la valeur d'acquisition des actifs)"
Opportunité Immo,nb_immeubles,46,48,G0_BT_20260331.pdf,39 Nombre d'immeubles en direct + 9 Nombre d'immeubles via des SCI
Opportunité Immo,repartition_geo,"{'Île-de-France': 47.82, 'Régions': 39.93, 'Espagne': 5.82, 'Allemagne': 4.5, 'R","{'Île-de-France': 45.07, 'Régions': 39.95, 'Espagne': 5.51, 'Allemagne': 4.52, '",G0_BT_20260331.pdf,"ÎLE-DE-FRANCE 45,07 % / RÉGIONS 39,95 % / ESPAGNE 5,51 % / ALLEMAGNE 4,52 % / PAYS-BAS 3,11 % / ROYAUME-UNI 1,84 %"
Opportunité Immo,repartition_sectorielle,"{""Logistique et locaux d'activités"": 89.41, 'Bureaux': 10.59}","{""Logistique et locaux d'activités"": 90.04, 'Bureaux': 9.96}",G0_BT_20260331.pdf,"LOGISTIQUE ET LOCAUX D'ACTIVITÉS 90,04 % / BUREAUX 9,96 %"
Opportunité Immo,liquidite,None,"25 531 parts en attente de retrait (4,7 M€), soit 1,7 % des parts",G0_BT_20260331.pdf,"Parts en attente de retrait 25 531 ; Montant 4,7 M€ ; représente 1,7 % du nombre de parts de la SCPI"
Opportunité Immo,frequence_distribution,Trimestriel,Trimestrielle,G0_BT_20260331.pdf,"acompte au premier trimestre de 2,28 euros par part ; versements potentiels suivants 30 juillet 2026 / 29 octobre 2026 / 29 janvier 2027"
Opportunité Immo,sfdr_article,None,9,G0_DIC.pdf,La SCPI a été classifiée article 9 au sens de SFDR
Opportunité Immo,niveau_risque_dic,None,3,G0_DIC.pdf,Ce produit a été catégorisé dans la classe de risque 3 sur 7
Opportunité Immo,frais_souscription,10.8,9,G0_BT_20260331.pdf,"Commission de souscription : 9 % HT max, soit 10,80 % TTC (incluse dans le prix de souscription)"
Opportunité Immo,frais_gestion,10,12,G0_BT_20260331.pdf,"Commission de gestion locative : 12 % HT max, soit 14,40 % TTC du montant HT des produits locatifs"
Opportunité Immo,maximus_warnings,,"Liquidité : 25 531 parts en attente de retrait (4,7 M€), soit 1,7 % des parts",G0_BT_20260331.pdf,"25 531 parts en attente de retrait (4,7 M€), soit 1,7 % des parts"
Optimale,capitalisation,93,92,PLAQUETTE_SCPI_2026_Fev_V2.pdf,CAPITALISATION : 92 M€ (au 31/12/2025)
Optimale,tof,94.25,95.31,PLAQUETTE_SCPI_2026_Fev_V2.pdf,"Taux d'occupation financier (TOF) 95,31 % ; 4,69 % locaux vacants"
Optimale,endettement,17.68,19.63,PLAQUETTE_SCPI_2026_Fev_V2.pdf,"Taux d'endettement (LTV) : 19,63 %"
Optimale,nb_associes,1626,1578,PLAQUETTE_SCPI_2026_Fev_V2.pdf,1 578 ASSOCIÉS (au 31/12/2025)
Optimale,nb_locataires,None,83,PLAQUETTE_SCPI_2026_Fev_V2.pdf,83 LOCATAIRES (au 31/12/2025)
Optimale,repartition_sectorielle,"{'Bureaux': 40.2, 'Commerces': 28.3, 'Activités et Logistique': 26.4, 'Santé et ","{'Bureaux': 40.2, 'Commerces': 28.3, 'Activités et Logistique': 26.4, 'Santé et ",PLAQUETTE_SCPI_2026_Fev_V2.pdf,"40,2 % Bureaux / 28,3 % Commerces / 26,4 % Activités & Logistique / 5,1 % Santé & éducation (valeurs d'expertise au 31/12/2025)"
Optimale,liquidite,None,"Liquidité non garantie ; en cas de blocage des retraits, possibilité de suspensi",DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,"En cas de blocage des retraits, la Société de Gestion a la faculté de suspendre la variabilité du capital et de mettre en place un marché secondaire par confron"
Optimale,sfdr_article,None,8,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,Le produit est classifié « Article 8 » au sens de la réglementation SFDR
Optimale,niveau_risque_dic,None,3,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,Nous avons classé le produit dans la classe de risque 3 sur 7
Optimale,frais_souscription,12,10,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,"Coûts d'entrée 10,00 % du montant que vous payez au moment de l'entrée"
Optimale,frais_gestion,10,0.95,DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,"Frais de gestion et autres frais administratifs et d'exploitation 0,95 % de la valeur de votre investissement par an"
Optimale,maximus_warnings,,"Liquidité : Liquidité non garantie ; en cas de blocage des retraits, possibilité",DIC_-_SCPI_OPTIMALE_-_2025-07-02.pdf,"Liquidité non garantie ; en cas de blocage des retraits, possibilité de suspension de la variabilité du capital et de marché secondaire par confrontation des or"
Paref Evo,prix_retrait,225.00,225,BTI-T1-2026-PAREF-Evo.pdf,Valeur de retrait : 225 €
Paref Evo,nb_locataires,None,13,BTI-T1-2026-PAREF-Evo.pdf,Nombre de baux : 13 ; Baux 13
Paref Evo,repartition_geo,{'Pologne': 100},"{'Pologne - Cracovie': 53.3, 'Pologne - Varsovie': 46.7}",BTI-T1-2026-PAREF-Evo.pdf,"Cracovie 53,3 % / Varsovie 46,7 % (Pologne, 100 %)"
Paref Evo,repartition_sectorielle,"{'Bureaux': 89.4, 'Activité-autre': 10.6}","{'Bureaux': 89.4, ""Locaux d'activité"": 10.6}",BTI-T1-2026-PAREF-Evo.pdf,"Bureaux 89,4 % / Locaux d'activité 10,6 %"
Paref Evo,liquidite,None,840 parts en attente de retrait (sur 197 184 parts),BTI-T1-2026-PAREF-Evo.pdf,"Le capital s'élève à 197 184 parts en fin de trimestre, dont 840 part en attente de retrait"
Paref Evo,frequence_distribution,Trimestriel,Trimestrielle,BTI-T1-2026-PAREF-Evo.pdf,4 acomptes trimestriels par an
Paref Evo,sfdr_article,None,8,PAREF-Evo-DIC2025.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR
Paref Evo,niveau_risque_dic,None,4,PAREF-Evo-DIC2025.pdf,Nous avons classé ce produit dans la classe de risque 4 sur 7
Paref Evo,frais_souscription,12,10,BTI-T1-2026-PAREF-Evo.pdf,Commission de souscription : 10 % HT du prix de souscription (prime d'émission incluse)
Paref Evo,frais_gestion,8.33,11,BTI-T1-2026-PAREF-Evo.pdf,"Commission de gestion annuelle : 11 % HT maximum (13,20 % TTC) des recettes encaissées HT"
Paref Evo,maximus_warnings,,Liquidité : 840 parts en attente de retrait (sur 197 184 parts),BTI-T1-2026-PAREF-Evo.pdf,840 parts en attente de retrait (sur 197 184 parts)
Paref Hexa,prix_retrait,189.00,154.8,BTI-T1-2026-PAREF-Hexa.pdf,"Valeur de retrait : 154,80 €"
Paref Hexa,nb_locataires,None,75,BTI-T1-2026-PAREF-Hexa.pdf,Nombre de baux : 75 ; Baux 75
Paref Hexa,repartition_geo,"{'Métropoles régionales': 56, 'Ile-de-France hors Paris': 26.7, 'Paris': 5.3, 'A","{'Métropoles régionales': 56.0, 'Ile-de-France hors Paris': 25.5, 'Autres région",BTI-T1-2026-PAREF-Hexa.pdf,"12 métropoles régionales 56,0 % / Ile-de-France hors Paris 25,5 % / Autres régions 12,9 % / Paris 5,6 %"
Paref Hexa,repartition_sectorielle,"{'Bureaux': 65.1, ""Locaux d'activité"": 3.9, 'Logistique-Messagerie': 4.8, 'Autre","{'Bureaux': 65.1, 'Autres': 26.2, 'Logistique & Messagerie': 4.8, ""Locaux d'acti",BTI-T1-2026-PAREF-Hexa.pdf,"Bureaux 65,1 % / Locaux d'activité 3,9 % / Logistique & Messagerie 4,8 % / Autres 26,2 %"
Paref Hexa,liquidite,None,19 789 parts en attente de retrait (sur 1 169 445 parts),BTI-T1-2026-PAREF-Hexa.pdf,"Le capital s'élève à 1 169 445 parts en fin de trimestre, dont 19 789 parts en attente de retrait"
Paref Hexa,frequence_distribution,Trimestriel,Trimestrielle,BTI-T1-2026-PAREF-Hexa.pdf,4 acomptes trimestriels par an
Paref Hexa,sfdr_article,None,8,PAREF-Hexa-DIC2025MAJ-ESG.pdf,La SCPI relève de l'article 8 du Règlement (UE) 2019/2088 dit SFDR
Paref Hexa,niveau_risque_dic,None,2,PAREF-Hexa-DIC2025MAJ-ESG.pdf,Nous avons classé ce produit dans la classe de risque 2 sur 7
Paref Hexa,frais_souscription,12,10,BTI-T1-2026-PAREF-Hexa.pdf,Commission de souscription : 10 % HT du prix de souscription (prime d'émission incluse)
Paref Hexa,maximus_warnings,,Liquidité : 19 789 parts en attente de retrait (sur 1 169 445 parts),BTI-T1-2026-PAREF-Hexa.pdf,19 789 parts en attente de retrait (sur 1 169 445 parts)
Patrimmo Croissance Impact,repartition_geo,"{'Région parisienne': 36.8, 'Paris': 32.6, 'Régions': 27.8, 'Parts SCPI': 2.8}","{'Île-de-France hors Paris': 36.8, 'Paris': 32.4, 'France hors région parisienne",PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"36,8 % Île-de-France hors Paris / 32,4 % Paris / 28,4 % France hors région parisienne / 2,4 % SCPI"
Patrimmo Croissance Impact,repartition_sectorielle,"{'Résidentiel': 97, 'SCPI': 3}","{'Résidentiel': 97.6, 'SCPI': 2.4}",PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"97,6 % Résidentiel / 2,4 % SCPI"
Patrimmo Croissance Impact,liquidite,None,38 277 parts en attente de retrait (confirmées et non confirmées) au 31/03/2026 ,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,"Au 31/03/2026, 38 277 parts (confirmées et non confirmées) sont en attente de retrait. La liquidité de la SCPI est par conséquent peu organisée. 100 % des actif"
Patrimmo Croissance Impact,frequence_distribution,NC,Aucune (nue-propriété),PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,Patrimmo Croissance Impact n'a pas vocation à distribuer de revenus fonciers (investissement en nue-propriété)
Patrimmo Croissance Impact,sfdr_article,None,9,SCPI Patrimmo Croissance - DIC.pdf,La SCPI est classée « Article 9 » au sens du Règlement européen « SFDR »
Patrimmo Croissance Impact,niveau_risque_dic,None,3,SCPI Patrimmo Croissance - DIC.pdf,Nous avons classé ce produit dans la classe de risque 3 sur 7
Patrimmo Croissance Impact,frais_gestion,9,10,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,Frais de gestion annuels : 10 % HT maximum du montant des produits locatifs
Patrimmo Croissance Impact,maximus_warnings,,Liquidité : 38 277 parts en attente de retrait (confirmées et non confirmées) au,PRAEMIA_BTI_Patrimmo Croissance_T1_2026.pdf,38 277 parts en attente de retrait (confirmées et non confirmées) au 31/03/2026 ; liquidité peu organisée ; pas de marché secondaire (sauf blocage des retraits)
Perial Grand Paris,taux_distribution,4.801,4.8,PGP BTI T1 2026.pdf,"Taux de distribution 2025 : 4,80 % (y compris 1,45 % de plus-values distribuées)"
Perial Grand Paris,capitalisation,10518734861.05,1051.87,PGP BTI T1 2026.pdf,"CAPITALISATION au 31/03/2026 : 1 051 873 486 € (~1,1 Md€)"
Perial Grand Paris,endettement,33.8,35.0,PGP BTI T1 2026.pdf,"TAUX D'ENDETTEMENT 35,0 % (max 40 %)"
Perial Grand Paris,nb_locataires,None,321,PGP BTI T1 2026.pdf,Nombre de baux 321
Perial Grand Paris,repartition_geo,"{'Région Parisienne': 75.4, 'Paris': 20.3, 'Régions': 4.3}","{'Région Parisienne': 76.2, 'Paris': 19.6, 'Régions': 4.2}",PGP BTI T1 2026.pdf,"Région Parisienne 76,2 % / Paris 19,6 % / Régions 4,2 % (au 31/03/2026)"
Perial Grand Paris,repartition_sectorielle,"{'Bureaux': 95.2, 'Hôtels': 1.7, 'Logistique': 1.9, 'Commerces': 1.3}","{'Bureaux': 95.2, ""Logistique et locaux d'activités"": 1.9, 'Hôtels, tourisme, lo",PGP BTI T1 2026.pdf,"Bureaux 95,2 % / Logistique et locaux d'activités 1,9 % / Hôtels, tourisme, loisirs 1,7 % / Commerces 1,3 %"
Perial Grand Paris,liquidite,None,Variabilité du capital suspendue depuis le 25/02/2026 ; ouverture d'un marché se,PGP BTI T1 2026.pdf,"Depuis le 25 février 2026, la Société de gestion a suspendu temporairement la variabilité du capital de cette SCPI. Cette suspension entraine la création d'un m"
Perial Grand Paris,frequence_distribution,Trimestriel,Trimestrielle,PGP BTI T1 2026.pdf,La Société de Gestion procède à une distribution trimestrielle des acomptes sur dividende
Perial Grand Paris,sfdr_article,None,9,69d74a4348d4ea189f2426d0_Document d'information Clé.pdf,La SCPI est classée dans la définition de l'article 9 du règlement européen dit « Disclosure » ou « SFDR »
Perial Grand Paris,niveau_risque_dic,None,4,69d74a4348d4ea189f2426d0_Document d'information Clé.pdf,Nous avons classé ce produit dans la classe de risque 4 sur 7
Perial Grand Paris,frais_souscription,11.4,9.5,69d74a4348d4ea189f2426d0_Document d'information Clé.pdf,"Coûts d'entrée 9,50 % maximum du montant que vous payez au moment de l'entrée"
Perial Grand Paris,maximus_warnings,,Liquidité : Variabilité du capital suspendue depuis le 25/02/2026 ; ouverture d',PGP BTI T1 2026.pdf,Variabilité du capital suspendue depuis le 25/02/2026 ; ouverture d'un marché secondaire (confrontation mensuelle des ordres) depuis avril 2026
Perial Hospitalité Europe,prix_retrait,165.61,165.61,PHE BTI T1 2026.pdf,"VALEUR DE RETRAIT 165,61 €"
Perial Hospitalité Europe,taux_distribution,4.02,4.11,PHE BTI T1 2026.pdf,"Taux de distribution 2025 : 4,11 %"
Perial Hospitalité Europe,capitalisation,333.11,333.04,PHE BTI T1 2026.pdf,CAPITALISATION au 31/03/2026 : 333 041 448 € (~333 M€)
Perial Hospitalité Europe,tof,98.1,99.3,PHE BTI T1 2026.pdf,"Taux d'occupation financier : 99,3 % au 31/03/2026"
Perial Hospitalité Europe,endettement,20.7,28.1,PHE BTI T1 2026.pdf,"TAUX D'ENDETTEMENT 28,1 % (max 40 %)"
Perial Hospitalité Europe,nb_immeubles,None,29,PHE BTI T1 2026.pdf,Nombre d'immeubles 29
Perial Hospitalité Europe,nb_locataires,None,29,PHE BTI T1 2026.pdf,Nombre de baux 29
Perial Hospitalité Europe,repartition_geo,"{'Allemagne': 67.5, 'Espagne': 17.6, 'Italie': 11.4, 'Pays-Bas': 3.5}","{'Allemagne': 65.1, 'Espagne': 18.0, 'Italie': 13.2, 'Pays-Bas': 3.7}",PHE BTI T1 2026.pdf,"Allemagne 65,1 % / Espagne 18,0 % / Italie 13,2 % / Pays-Bas 3,7 % (Europe hors France 100 %)"
Perial Hospitalité Europe,repartition_sectorielle,"{'Santé et éducation': 61.0, 'Hôtels tourisme loisirs': 37.9, 'Alternatifs résid","{'Santé et éducation': 59.0, 'Hôtels, tourisme, loisirs': 40.4, 'Alternatifs (ré",PHE BTI T1 2026.pdf,"Santé et éducation 59,0 % / Hôtels, tourisme, loisirs 40,4 % / Alternatifs (résidence étudiante) 0,6 %"
Perial Hospitalité Europe,liquidite,None,37 302 parts en attente de retrait au 31/03/2026 (variabilité du capital non sus,PHE BTI T1 2026.pdf,NOMBRE DE PARTS EN ATTENTE DE RETRAIT 37 302
Perial Hospitalité Europe,frequence_distribution,Trimestriel,Trimestrielle,PHE BTI T1 2026.pdf,Dividendes en 2026 par trimestre (Trim. 1 à Trim. 4)
Perial Hospitalité Europe,sfdr_article,None,8,69d74af6a5d1bdddcbf684f7_Annexe SFDR - documentation précontractuelle - Art 8.pdf,Annexe SFDR - documentation précontractuelle - Art 8 (SCPI classée article 8 SFDR)
Perial Hospitalité Europe,frais_souscription,10.2,8.5,PHE BTI T1 2026.pdf,"Commission de souscription 8,5 % HT (10,2 % TTC)"
Perial Hospitalité Europe,maximus_warnings,,Liquidité : 37 302 parts en attente de retrait au 31/03/2026 (variabilité du cap,PHE BTI T1 2026.pdf,37 302 parts en attente de retrait au 31/03/2026 (variabilité du capital non suspendue)
Perial O2,capitalisation,2401,2401.59,PO2 BTI 2026 T1 VDEF.pdf,"CAPITALISATION au 31/03/2026 : 2 401 590 088 € (~2,4 Md€)"
Perial O2,nb_locataires,None,491,PO2 BTI 2026 T1 VDEF.pdf,Nombre de baux 491
